Minute,Player,Squad,xG,PSxG,Outcome,Distance,Body Part,Notes,Player,Event,Player,Event,game_id,Minute Type,Half
61.0,Gustavo Scarpa,Atlético Mineiro,0.04,0.44,Goal,32,Left Foot,Free kick,Eduardo Vargas,Fouled,,,Cuiaba-Atletico-Mineiro-April-27-2024-Serie-A,RT,2
78.0,Paulinho (pen),Atlético Mineiro,0.79,1.00,Goal,13,Right Foot,,Eduardo Vargas,Fouled,Pedrinho,Pass (Live),Cuiaba-Atletico-Mineiro-April-27-2024-Serie-A,RT,2
87.0,Eliel Chrystian,Cuiabá,0.02,,Off Target,12,Head,,Lucas Fernandes,Pass (Dead),Eliel Chrystian,Fouled,Cuiaba-Atletico-Mineiro-April-27-2024-Serie-A,RT,2
89.0,Eliel Chrystian,Cuiabá,0.19,,Off Target,7,Head,,Alan Empereur,Pass (Live),Bruno Fabiano Alves,Pass (Live),Cuiaba-Atletico-Mineiro-April-27-2024-Serie-A,RT,2
2.0,Jefferson Savarino,Botafogo (RJ),0.03,,Off Target,29,Right Foot,,Carlos Eduardo,Pass (Live),Marlon Freitas,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
4.0,Luiz Araújo,Flamengo,0.18,,Off Target,15,Left Foot,Volley,Nicolás De La Cruz,Pass (Live),Guillermo Varela,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
7.0,Júnior Santos,Botafogo (RJ),0.07,,Blocked,14,Left Foot,,Marlon Freitas,Pass (Live),Danilo Barbosa,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
16.0,Pedro,Flamengo,0.08,,Off Target,11,Left Foot,Volley,Guillermo Varela,Pass (Live),Giorgian De Arrascaeta,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
18.0,Ayrton Lucas,Flamengo,0.01,,Blocked,32,Left Foot,,Nicolás De La Cruz,Pass (Live),Erick Pulgar,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
19.0,Pedro,Flamengo,0.16,,Off Target,12,Right Foot,Volley,Guillermo Varela,Pass (Live),Luiz Araújo,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
29.0,Luiz Henrique,Botafogo (RJ),0.03,,Blocked,27,Left Foot,,Marlon Freitas,Pass (Live),Danilo Barbosa,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
29.0,Júnior Santos,Botafogo (RJ),0.02,,Blocked,18,Left Foot,,Luiz Henrique,Shot,,,Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
30.0,Júnior Santos,Botafogo (RJ),0.03,,Blocked,31,Right Foot,,Luiz Henrique,Pass (Live),Jefferson Savarino,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
32.0,Luiz Araújo,Flamengo,0.02,,Blocked,22,Left Foot,,Nicolás De La Cruz,Pass (Dead),,,Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
32.0,Giorgian De Arrascaeta,Flamengo,0.05,,Off Target,25,Right Foot,,Luiz Araújo,Shot,,,Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
37.0,Luiz Araújo,Flamengo,0.01,,Off Target,24,Left Foot,,Pedro,Pass (Live),Nicolás De La Cruz,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
41.0,Luiz Araújo,Flamengo,0.03,,Off Target,17,Left Foot,,Nicolás De La Cruz,Pass (Live),Guillermo Varela,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
43.0,Jefferson Savarino,Botafogo (RJ),0.02,,Blocked,23,Right Foot,,Marlon Freitas,Pass (Live),John,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,1
50.0,Pedro,Flamengo,0.06,,Blocked,16,Right Foot,Volley,Ayrton Lucas,Pass (Live),Bruno Henrique,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,2
53.0,Luiz Henrique,Botafogo (RJ),0.04,0.40,Goal,21,Left Foot,,Jefferson Savarino,Pass (Dead),,,Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,2
55.0,Ayrton Lucas,Flamengo,0.01,,Off Target,30,Left Foot,,Luiz Araújo,Pass (Live),Léo Pereira,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,2
58.0,Pedro,Flamengo,0.03,,Off Target,15,Head,,Ayrton Lucas,Pass (Live),Allan,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,2
65.0,Fabrício Bruno,Flamengo,0.02,,Off Target,14,Head,,Giorgian De Arrascaeta,Pass (Live),Ayrton Lucas,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,2
81.0,Jeffinho,Botafogo (RJ),0.66,0.80,Saved,8,Right Foot,,Tchê Tchê,Pass (Live),Jefferson Savarino,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,2
84.0,Lorran,Flamengo,0.03,,Off Target,14,Head,,Wesley,Pass (Live),Gerson,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,RT,2
93.0,Jefferson Savarino,Botafogo (RJ),0.12,0.08,Goal,12,Right Foot,,Jeffinho,Pass (Live),Tchê Tchê,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,ET,2
95.0,Bruno Henrique,Flamengo,0.11,,Off Target,4,Head,,Wesley,Pass (Live),Allan,Pass (Live),Flamengo-Botafogo-RJ-April-28-2024-Serie-A,ET,2
99.0,Lorran,Flamengo,0.02,,Blocked,16,Right Foot,,Gerson,Pass (Live),,,Flamengo-Botafogo-RJ-April-28-2024-Serie-A,ET,2
3.0,Bruno Uvini,Vitória,0.05,,Off Target,9,Head,,Mateus Gonçalves Martins,Pass (Live),Lucas Esteves,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
6.0,Matheus Pereira,Cruzeiro,0.26,,Off Target,8,Left Foot,Volley,Arthur,Pass (Live),William,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
10.0,Rafael Silva,Cruzeiro,0.18,0.28,Saved,10,Right Foot,Volley,Zé Ivaldo,Pass (Live),Lucas Romero,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
15.0,José Cifuentes,Cruzeiro,0.02,,Blocked,27,Right Foot,,Marlon,Pass (Live),,,Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
18.0,Matheus Pereira,Cruzeiro,0.06,,Blocked,18,Left Foot,,Zé Ivaldo,Pass (Live),José Cifuentes,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
26.0,Zé Ivaldo,Cruzeiro,0.02,,Off Target,11,Head,,Matheus Pereira,Pass (Dead),João Marcelo,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
31.0,Matheus Pereira,Cruzeiro,0.03,,Off Target,31,Right Foot,,Lucas Romero,Pass (Live),Lucas Silva,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
36.0,Mateus Gonçalves Martins,Vitória,0.04,,Off Target,20,Right Foot,,Matheusinho,Pass (Live),Matheusinho,Take-On,Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
39.0,Zé Ivaldo,Cruzeiro,0.02,0.12,Saved,36,Right Foot,,Lucas Romero,Pass (Live),Marlon,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
44.0,Lucas Romero,Cruzeiro,0.06,,Off Target,22,Right Foot,Volley,Lucas Romero,Pass (Live),Lucas Romero,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,1
47.0,Alerrandro,Vitória,0.01,,Off Target,68,Right Foot,,Alerrandro,Interception,,,Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
49.0,Alerrandro,Vitória,0.01,0.31,Saved,33,Right Foot,,Lucas Esteves,Pass (Live),Wagner,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
50.0,Matheus Pereira,Cruzeiro,0.36,0.83,Goal,8,Left Foot,,Matheus Pereira,Take-On,Lucas Romero,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
53.0,Zé Ivaldo,Cruzeiro,0.02,,Off Target,34,Right Foot,,Zé Ivaldo,Take-On,Marlon,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
57.0,Lucas Silva,Cruzeiro,0.03,,Blocked,34,Right Foot,Free kick,Lucas Silva,Fouled,Lucas Romero,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
58.0,Rafael Silva,Cruzeiro,0.08,0.62,Goal,9,Left Foot,,Álvaro Barreal,Pass (Live),Lucas Romero,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
65.0,Matheus Pereira,Cruzeiro,0.03,0.16,Saved,30,Left Foot,,Rafael Silva,Pass (Live),,,Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
68.0,Álvaro Barreal,Cruzeiro,0.02,,Blocked,29,Left Foot,,Marlon,Pass (Live),Álvaro Barreal,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
75.0,Arthur,Cruzeiro,0.03,0.34,Goal,19,Right Foot,,Álvaro Barreal,Pass (Live),Arthur,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
89.0,Lucas Esteves,Vitória,0.02,,Off Target,31,Left Foot,,Willian,Pass (Live),Jean Mota,Pass (Live),Cruzeiro-Vitoria-April-28-2024-Serie-A,RT,2
92.0,Wagner,Vitória,0.04,0.44,Saved,11,Head,Deflected,Daniel Jr,Pass (Dead),Daniel Jr,Fouled,Cruzeiro-Vitoria-April-28-2024-Serie-A,ET,2
92.0,Janderson,Vitória,0.02,0.07,Saved,24,Right Foot,,Daniel Jr,Pass (Dead),Wagner,Shot,Cruzeiro-Vitoria-April-28-2024-Serie-A,ET,2
92.0,Wagner,Vitória,0.10,,Off Target,9,Head,,Jean Mota,Pass (Dead),Janderson,Shot,Cruzeiro-Vitoria-April-28-2024-Serie-A,ET,2
6.0,Ángel Romero,Corinthians,0.02,,Blocked,22,Right Foot,,Breno,Pass (Live),,,Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
10.0,Cacá,Corinthians,0.02,,Off Target,39,Right Foot,,Raniele,Pass (Live),Félix Torres Caicedo,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
19.0,Ángel Romero,Corinthians,0.05,0.13,Saved,27,Right Foot,Free kick,Rodrigo Garro,Fouled,,,Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
24.0,Jhon Arias,Fluminense,0.05,,Blocked,18,Right Foot,,Ganso,Pass (Dead),Marcelo,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
24.0,Marcelo,Fluminense,0.03,,Blocked,28,Left Foot,,Marquinhos,Pass (Live),Ganso,Pass (Dead),Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
25.0,Lima,Fluminense,0.02,,Off Target,27,Right Foot,,Marquinhos,Pass (Live),Jhon Arias,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
35.0,Gustavo Mosquito,Corinthians,0.11,,Blocked,13,Left Foot,,,,,,Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
37.0,Breno,Corinthians,0.02,0.02,Saved,29,Left Foot,,,,,,Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
38.0,Breno,Corinthians,0.01,,Blocked,23,Left Foot,Volley,Rodrigo Garro,Pass (Dead),Gustavo Mosquito,Take-On,Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
38.0,Félix Torres Caicedo,Corinthians,0.02,,Woodwork,13,Head,,Fagner,Pass (Dead),Breno,Shot,Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
40.0,Wesley Ribeiro,Corinthians,0.04,0.19,Goal,30,Right Foot,Deflected,Gustavo Mosquito,Tackle,,,Corinthians-Fluminense-April-28-2024-Serie-A,RT,1
47.0,Wesley Ribeiro,Corinthians,0.58,0.90,Goal,11,Right Foot,,Wesley Ribeiro,Take-On,Wesley Ribeiro,Take-On,Corinthians-Fluminense-April-28-2024-Serie-A,ET,1
47.0,Cacá,Corinthians,0.12,0.65,Goal,11,Head,,Rodrigo Garro,Pass (Dead),Raniele,Fouled,Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
50.0,Lima,Fluminense,0.03,,Off Target,32,Right Foot,,Martinelli,Pass (Live),Ganso,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
54.0,Manoel,Fluminense,0.07,0.08,Saved,11,Head,,Ganso,Pass (Dead),Martinelli,Fouled,Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
56.0,Jhon Arias,Fluminense,0.02,,Blocked,28,Right Foot,,Douglas Costa,Pass (Live),Martinelli,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
58.0,Gustavo Mosquito,Corinthians,0.05,,Blocked,18,Right Foot,,Wesley Ribeiro,Pass (Live),Félix Torres Caicedo,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
61.0,Douglas Costa,Fluminense,0.02,0.06,Saved,29,Left Foot,,Marquinhos,Pass (Live),Douglas Costa,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
61.0,Jhon Arias,Fluminense,0.05,,Blocked,16,Right Foot,,Douglas Costa,Shot,,,Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
63.0,Wesley Ribeiro,Corinthians,0.02,0.10,Saved,14,Left Foot,,Ángel Romero,Pass (Live),Rodrigo Garro,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
64.0,Fagner,Corinthians,0.02,,Blocked,31,Right Foot,,Breno,Pass (Live),Ángel Romero,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
66.0,Marquinhos,Fluminense,0.01,,Off Target,26,Left Foot,,Douglas Costa,Pass (Live),Martinelli,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
77.0,Marcelo,Fluminense,0.02,,Blocked,28,Left Foot,,Marquinhos,Pass (Live),David Terans,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
77.0,Marcelo,Fluminense,0.01,,Blocked,24,Right Foot,,Douglas Costa,Pass (Dead),Lima,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
77.0,Marquinhos,Fluminense,0.04,,Off Target,21,Left Foot,,Marcelo,Pass (Live),Douglas Costa,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
84.0,Matheuzinho,Corinthians,0.02,,Off Target,18,Right Foot,Volley,Rodrigo Garro,Pass (Dead),,,Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
87.0,Renato Augusto,Fluminense,0.01,,Off Target,30,Right Foot,,Douglas Costa,Pass (Live),Renato Augusto,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
89.0,Ángel Romero,Corinthians,0.03,,Off Target,16,Right Foot,,Matheuzinho,Pass (Live),Wesley Ribeiro,Pass (Live),Corinthians-Fluminense-April-28-2024-Serie-A,RT,2
92.0,Guilherme Biro,Corinthians,0.07,,Blocked,28,Left Foot,,Matheuzinho,Pass (Live),Matheus Bidu,Pass (Dead),Corinthians-Fluminense-April-28-2024-Serie-A,ET,2
94.0,Matheus Bidu,Corinthians,0.02,0.04,Saved,23,Left Foot,,,,,,Corinthians-Fluminense-April-28-2024-Serie-A,ET,2
5.0,Eric Ramires,Red Bull Bragantino,0.01,,Off Target,34,Right Foot,Volley,Pedro Henrique,Pass (Live),Luan Cândido,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
9.0,Kervin Andrade,Fortaleza,0.02,0.24,Goal,24,Right Foot,,Breno,Pass (Live),Pedro Borges,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
17.0,Renato Kayser,Fortaleza,0.01,,Off Target,21,Head,,Guilherme Tinga,Pass (Dead),Marinho,Fouled,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
18.0,Eric Ramires,Red Bull Bragantino,0.14,,Blocked,16,Left Foot,,,,,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
27.0,Marinho,Fortaleza,0.14,,Off Target,11,Right Foot,,Marinho,Take-On,Kervin Andrade,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
28.0,Eduardo Sasha,Red Bull Bragantino,0.04,0.07,Saved,11,Head,,Gustavinho,Pass (Dead),Gustavinho,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
29.0,Renato Kayser,Fortaleza,0.20,,Off Target,4,Right Foot,,Lucas Sasha,Pass (Live),Kervin Andrade,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
29.0,Titi,Fortaleza,0.04,,Off Target,9,Head,,Kervin Andrade,Pass (Dead),Renato Kayser,Shot,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
32.0,Eduardo Sasha,Red Bull Bragantino,0.05,,Off Target,14,Head,,Henry Mosquera,Pass (Live),Eric Ramires,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
34.0,Marinho,Fortaleza,0.01,,Off Target,29,Left Foot,,Kervin Andrade,Pass (Live),Marinho,Pass (Dead),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
35.0,Renato Kayser,Fortaleza,0.29,0.93,Saved,22,Right Foot,Volley,Lucas Sasha,Pass (Live),,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
40.0,Eduardo Sasha,Red Bull Bragantino,0.07,0.70,Goal,8,Head,,Nathan Mendes,Shot,,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
40.0,Nathan Mendes,Red Bull Bragantino,0.04,,Off Target,11,Head,,Gustavinho,Pass (Dead),,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
42.0,Breno,Fortaleza,0.02,,Off Target,16,Left Foot,,Kervin Andrade,Pass (Live),Lucas Sasha,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
44.0,Renato Kayser,Fortaleza,0.06,0.16,Saved,14,Head,,Pedro Borges,Pass (Live),Felipe Jonatan,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
45.0,Lucas Sasha,Fortaleza,0.02,,Blocked,15,Left Foot,,Felipe Jonatan,Pass (Live),Titi,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,1
50.0,Kervin Andrade,Fortaleza,0.09,,Blocked,13,Right Foot,,Marinho,Pass (Live),Guilherme Tinga,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
55.0,Henry Mosquera,Red Bull Bragantino,0.07,,Blocked,15,Left Foot,Deflected,Vitinho,Pass (Live),Luan Cândido,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
57.0,Breno,Fortaleza,0.02,,Blocked,18,Right Foot,,Renato Kayser,Pass (Live),,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
62.0,Emanuel Brítez,Fortaleza,0.04,,Off Target,11,Head,,Marinho,Pass (Dead),,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
72.0,Moises,Fortaleza,0.03,,Blocked,15,Left Foot,,Imanol Machuca,Pass (Live),Marinho,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
74.0,Hércules,Fortaleza,0.09,0.29,Saved,13,Right Foot,,Renato Kayser,Pass (Live),Pedro Borges,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
74.0,Pedro Borges,Fortaleza,0.02,0.08,Saved,28,Right Foot,Volley,Hércules,Shot,,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
75.0,Bruno Pacheco,Fortaleza,0.06,,Blocked,9,Head,,Imanol Machuca,Pass (Dead),Pedro Borges,Shot,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
79.0,Renato Kayser,Fortaleza,0.06,,Off Target,14,Left Foot,,Moises,Pass (Live),Bruno Pacheco,Pass (Dead),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
80.0,Gustavinho,Red Bull Bragantino,0.02,0.35,Saved,28,Right Foot,,Lincoln,Fouled,Ignacio Laquintana,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
83.0,Thiago Borbas,Red Bull Bragantino,0.03,,Blocked,13,Left Foot,,Henry Mosquera,Pass (Live),Lucas Cunha,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
85.0,Henry Mosquera,Red Bull Bragantino,0.01,,Off Target,26,Right Foot,Volley,Thiago Borbas,Shot,,,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
87.0,Yago Pikachu,Fortaleza,0.29,,Off Target,4,Head,,Imanol Machuca,Pass (Live),Hércules,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
90.0,Yago Pikachu,Fortaleza,0.04,,Blocked,16,Right Foot,,Moises,Pass (Live),Hércules,Pass (Live),Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
90.0,Moises,Fortaleza,0.07,,Blocked,16,Left Foot,,Moises,Take-On,Yago Pikachu,Shot,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,RT,2
92.0,Yago Pikachu,Fortaleza,0.07,,Blocked,16,Right Foot,,Moises,Pass (Live),Pedro Borges,Interception,Fortaleza-Red-Bull-Bragantino-April-28-2024-Serie-A,ET,2
3.0,Lucas Barbosa,Juventude,0.04,,Off Target,31,Left Foot,,Erick,Pass (Live),Zé Marcos,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
4.0,Jadson,Juventude,0.04,,Blocked,17,Left Foot,,Erick,Pass (Live),Lucas Barbosa,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
8.0,Erick,Juventude,0.09,0.34,Goal,16,Left Foot,,Lucas Barbosa,Pass (Live),Jadson,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
29.0,Fernandinho,Ath Paranaense,0.03,0.06,Saved,25,Right Foot,Free kick,Filipinho,Fouled,Kaique Rocha,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
30.0,Kaique Rocha,Ath Paranaense,0.06,,Off Target,10,Head,,Erick,Pass (Live),Fernandinho,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
30.0,Mateo Gamarra,Ath Paranaense,0.46,,Off Target,4,Left Foot,Volley,Kaique Rocha,Shot,,,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
32.0,Filipinho,Ath Paranaense,0.06,,Blocked,22,Left Foot,,Fernandinho,Pass (Live),Leonardo Godoy,Pass (Dead),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
41.0,Jadson,Juventude,0.06,,Off Target,14,Right Foot,,Lucas Barbosa,Pass (Live),,,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
44.0,Mateo Gamarra,Ath Paranaense,0.01,,Off Target,14,Head,,Fernandinho,Pass (Dead),Fernandinho,Pass (Dead),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,1
50.0,Nenê,Juventude,0.01,,Off Target,34,Left Foot,,Jadson,Pass (Live),Marcelinho,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,ET,1
48.0,Christian,Ath Paranaense,0.02,,Off Target,28,Right Foot,Volley,Pablo,Pass (Live),Fernandinho,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
51.0,Pablo,Ath Paranaense,0.07,,Blocked,23,Right Foot,Free kick,Christian,Fouled,,,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
51.0,Mateo Gamarra,Ath Paranaense,0.03,0.02,Saved,28,Left Foot,Deflected,Pablo,Shot,,,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
53.0,Pablo,Ath Paranaense,0.03,,Blocked,25,Right Foot,,Tomás Cuello,Pass (Live),Julimar,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
53.0,Tomás Cuello,Ath Paranaense,0.04,,Blocked,23,Right Foot,,Tomás Cuello,Take-On,Fernandinho,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
54.0,Erick,Ath Paranaense,0.02,,Woodwork,33,Right Foot,,Tomás Cuello,Shot,,,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
60.0,Marcelinho,Juventude,0.03,,Blocked,24,Right Foot,,João Lucas,Pass (Live),Nenê,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
66.0,Julimar,Ath Paranaense,0.01,0.30,Saved,17,Head,,Fernandinho,Pass (Dead),Erick,Fouled,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
69.0,Kleiton,Juventude,0.03,,Off Target,16,Right Foot,,Lucas Barbosa,Pass (Live),Kleiton,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
71.0,Julimar,Ath Paranaense,0.02,0.31,Saved,24,Right Foot,Deflected,Julimar,Pass (Live),Bruno Zapelli,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
73.0,Nikão,Ath Paranaense,0.39,0.41,Goal,6,Right Foot,,Lucas Esquivel,Pass (Live),Mateo Gamarra,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
76.0,Nikão,Ath Paranaense,0.04,0.22,Saved,14,Right Foot,,Fernandinho,Pass (Live),Nikão,Tackle,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
84.0,Kleiton,Juventude,0.02,,Blocked,14,Head,,Alan Ruschel,Pass (Live),Kleiton,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
86.0,Rildo,Juventude,0.15,,Blocked,13,Right Foot,,Werik Popó,Pass (Live),Alan Ruschel,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
87.0,Luis Mandaca,Juventude,0.08,0.32,Saved,10,Right Foot,Volley,Danilo Boza,Pass (Live),Alan Ruschel,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
88.0,Rildo,Juventude,0.03,,Off Target,15,Left Foot,Volley,João Lucas,Pass (Live),Kleiton,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
89.0,Kleiton,Juventude,0.42,,Off Target,12,Right Foot,,Jadson,Pass (Live),Jadson,Take-On,Juventude-Athletico-Paranaense-April-28-2024-Serie-A,RT,2
91.0,Jadson,Juventude,0.03,0.03,Saved,30,Right Foot,,Alan Ruschel,Pass (Live),Gabriel,Pass (Live),Juventude-Athletico-Paranaense-April-28-2024-Serie-A,ET,2
